Date,rtu_power,out_temp_F,office_zone_temps_avg_F,rtu_cooling_pid,rtu_supply_air_static_pressure_inchwc,rtu_supply_air_temp_F,trane_vavs_air_flow_cfm,jci_vavs_air_flow_cfm
6/15/2022 2:24,365,,,,,,,
6/15/2022 2:25,,,,,,,0,179
6/15/2022 2:25,,76.8,,,,,,
6/15/2022 2:25,,,77.3,,,,,
6/15/2022 2:25,,,,0,0.031,81,,
6/15/2022 2:25,365,,,,,,,
6/15/2022 2:26,,,,,,,0,193
6/15/2022 2:26,,76.8,,,,,,
6/15/2022 2:26,,,77.3,,,,,
6/15/2022 2:26,,,,0,0.0311,81,,
6/15/2022 2:26,363,,,,,,,
6/15/2022 2:27,,,,,,,0,176
6/15/2022 2:27,,76.8,,,,,,
6/15/2022 2:27,,,77.3,,,,,
6/15/2022 2:27,,,,0,0.0312,81,,
6/15/2022 2:27,366,,,,,,,
6/15/2022 2:28,,,,,,,0,173
6/15/2022 2:28,,76.8,,,,,,
6/15/2022 2:28,,,77.3,,,,,
6/15/2022 2:28,,,,0,0.0312,81,,
6/15/2022 2:28,364,,,,,,,
6/15/2022 2:29,,,,,,,0,179
6/15/2022 2:29,,76.8,,,,,,
6/15/2022 2:29,,,77.3,,,,,
6/15/2022 2:29,,,,0,0.031,81,,
6/15/2022 2:29,365,,,,,,,
6/15/2022 2:30,,,,,,,0,179
6/15/2022 2:30,,76.8,,,,,,
6/15/2022 2:30,,,77.3,,,,,
6/15/2022 2:30,,,,0,0.031,81,,
6/15/2022 2:30,364,,,,,,,
6/15/2022 2:31,,,,,,,0,180
6/15/2022 2:31,,76.8,,,,,,
6/15/2022 2:31,,,77.3,,,,,
6/15/2022 2:31,,,,0,0.031,81,,
6/15/2022 2:31,366,,,,,,,
6/15/2022 2:32,,,,,,,0,176
6/15/2022 2:32,,76.8,,,,,,
6/15/2022 2:32,,,77.3,,,,,
6/15/2022 2:32,,,,0,0.0315,80.9,,
6/15/2022 2:32,366,,,,,,,
6/15/2022 2:33,,,,,,,0,177
6/15/2022 2:33,,76.8,,,,,,
6/15/2022 2:33,,,77.3,,,,,
6/15/2022 2:33,,,,0,0.0313,80.9,,
6/15/2022 2:33,365,,,,,,,
6/15/2022 2:34,,,,,,,0,194
6/15/2022 2:34,,76.8,,,,,,
6/15/2022 2:34,,,77.3,,,,,
6/15/2022 2:34,,,,0,0.0312,80.9,,
6/15/2022 2:34,365,,,,,,,
6/15/2022 2:35,,,,,,,0,190
6/15/2022 2:35,,76.8,,,,,,
6/15/2022 2:35,,,77.3,,,,,
6/15/2022 2:35,,,,0,0.0312,80.9,,
6/15/2022 2:35,365,,,,,,,
6/15/2022 2:36,,,,,,,0,175
6/15/2022 2:36,,76.8,,,,,,
6/15/2022 2:36,,,77.3,,,,,
6/15/2022 2:36,,,,0,0.031,80.9,,
6/15/2022 2:36,366,,,,,,,
6/15/2022 2:37,,,,,,,0,177
6/15/2022 2:37,,76.8,,,,,,
6/15/2022 2:37,,,77.3,,,,,
6/15/2022 2:37,,,,0,0.0311,80.9,,
6/15/2022 2:37,365,,,,,,,
6/15/2022 2:38,,,,,,,0,177
6/15/2022 2:38,,76.8,,,,,,
6/15/2022 2:38,,,77.3,,,,,
6/15/2022 2:38,,,,0,0.031,80.9,,
6/15/2022 2:38,366,,,,,,,
6/15/2022 2:39,,,,,,,0,177
6/15/2022 2:39,,76.8,,,,,,
6/15/2022 2:39,,,77.3,,,,,
6/15/2022 2:39,,,,0,0.031,80.9,,
6/15/2022 2:39,366,,,,,,,
6/15/2022 2:40,,,,,,,0,176
6/15/2022 2:40,,76.8,,,,,,
6/15/2022 2:40,,,77.3,,,,,
6/15/2022 2:40,,,,0,0.0311,80.8,,
6/15/2022 2:40,365,,,,,,,
6/15/2022 2:41,,,,,,,0,176
6/15/2022 2:41,,76.8,,,,,,
6/15/2022 2:41,,,77.3,,,,,
6/15/2022 2:41,,,,0,0.0311,80.8,,
6/15/2022 2:41,365,,,,,,,
6/15/2022 2:42,,,,,,,0,176
6/15/2022 2:42,,76.8,,,,,,
6/15/2022 2:42,,,77.3,,,,,
6/15/2022 2:42,,,,0,0.0311,80.8,,
6/15/2022 2:42,364,,,,,,,
6/15/2022 2:43,,,,,,,0,176
6/15/2022 2:43,,76.8,,,,,,
6/15/2022 2:43,,,77.3,,,,,
6/15/2022 2:43,,,,0,0.0315,80.8,,
6/15/2022 2:43,364,,,,,,,
6/15/2022 2:44,,,,,,,0,177
6/15/2022 2:44,,76.8,,,,,,
6/15/2022 2:44,,,77.3,,,,,
6/15/2022 2:44,,,,0,0.0313,80.8,,
6/15/2022 2:44,366,,,,,,,
6/15/2022 2:45,,,,,,,0,177
6/15/2022 2:45,,76.8,,,,,,
6/15/2022 2:45,,,77.3,,,,,
6/15/2022 2:45,,,,0,0.0312,80.8,,
6/15/2022 2:45,363,,,,,,,
6/15/2022 2:46,,,,,,,0,194
6/15/2022 2:46,,76.8,,,,,,
6/15/2022 2:46,,,77.3,,,,,
6/15/2022 2:46,,,,0,0.0312,80.8,,
6/15/2022 2:46,365,,,,,,,
6/15/2022 2:47,,,,,,,0,177
6/15/2022 2:47,,76.7,,,,,,
6/15/2022 2:47,,,77.3,,,,,
6/15/2022 2:47,,,,0,0.0311,80.8,,
6/15/2022 2:47,365,,,,,,,
6/15/2022 2:48,,,,,,,0,177
6/15/2022 2:48,,76.8,,,,,,
6/15/2022 2:48,,,77.3,,,,,
6/15/2022 2:48,,,,0,0.031,80.8,,
6/15/2022 2:48,365,,,,,,,
6/15/2022 2:49,,,,,,,0,177
6/15/2022 2:49,,76.7,,,,,,
6/15/2022 2:49,,,77.3,,,,,
6/15/2022 2:49,,,,0,0.031,80.8,,
6/15/2022 2:49,364,,,,,,,
6/15/2022 2:50,,,,,,,0,177
6/15/2022 2:50,,76.7,,,,,,
6/15/2022 2:50,,,77.3,,,,,
6/15/2022 2:50,,,,0,0.0312,80.7,,
6/15/2022 2:50,366,,,,,,,
6/15/2022 2:51,,,,,,,0,191
6/15/2022 2:51,,76.7,,,,,,
6/15/2022 2:51,,,77.3,,,,,
6/15/2022 2:51,,,,0,0.031,80.7,,
6/15/2022 2:51,366,,,,,,,
6/15/2022 2:52,,,,,,,0,179
6/15/2022 2:52,,76.7,,,,,,
6/15/2022 2:52,,,77.3,,,,,
6/15/2022 2:52,,,,0,0.031,80.7,,
6/15/2022 2:52,364,,,,,,,
6/15/2022 2:53,,,,,,,0,174
6/15/2022 2:53,,76.7,,,,,,
6/15/2022 2:53,,,77.3,,,,,
6/15/2022 2:53,,,,0,0.0313,80.7,,
6/15/2022 2:53,366,,,,,,,
6/15/2022 2:54,,,,,,,0,175
6/15/2022 2:54,,76.7,,,,,,
6/15/2022 2:54,,,77.3,,,,,
6/15/2022 2:54,,,,0,0.0317,80.7,,
6/15/2022 2:54,367,,,,,,,
6/15/2022 2:55,,,,,,,0,179
6/15/2022 2:55,,76.7,,,,,,
6/15/2022 2:55,,,77.3,,,,,
6/15/2022 2:55,,,,0,0.0311,80.7,,
6/15/2022 2:55,365,,,,,,,
6/15/2022 2:56,,,,,,,0,177
6/15/2022 2:56,,76.7,,,,,,
6/15/2022 2:56,,,77.3,,,,,
6/15/2022 2:56,,,,0,0.0313,80.7,,
6/15/2022 2:56,365,,,,,,,
6/15/2022 2:57,,,,,,,0,174
6/15/2022 2:57,,76.7,,,,,,
6/15/2022 2:57,,,77.3,,,,,
6/15/2022 2:57,,,,0,0.0311,80.7,,
6/15/2022 2:57,364,,,,,,,
6/15/2022 2:58,,,,,,,0,175
6/15/2022 2:58,,76.7,,,,,,
6/15/2022 2:58,,,77.2,,,,,
6/15/2022 2:58,,,,0,0.0315,80.6,,
6/15/2022 2:58,366,,,,,,,
6/15/2022 2:59,,,,,,,0,174
6/15/2022 2:59,,76.6,,,,,,
6/15/2022 2:59,,,77.2,,,,,
6/15/2022 2:59,,,,0,0.0313,80.6,,
6/15/2022 2:59,367,,,,,,,
6/15/2022 3:00,,,,,,,0,175
6/15/2022 3:00,,76.7,,,,,,
6/15/2022 3:00,,,77.2,,,,,
6/15/2022 3:00,,,,0,0.0315,80.6,,
6/15/2022 3:00,364,,,,,,,
6/15/2022 3:01,,,,,,,0,174
6/15/2022 3:01,,76.7,,,,,,
6/15/2022 3:01,,,77.2,,,,,
6/15/2022 3:01,,,,0,0.0313,80.6,,
6/15/2022 3:01,366,,,,,,,
6/15/2022 3:02,,,,,,,0,177
6/15/2022 3:02,,76.6,,,,,,
6/15/2022 3:02,,,77.2,,,,,
6/15/2022 3:02,,,,0,0.0313,80.6,,
6/15/2022 3:02,364,,,,,,,
6/15/2022 3:03,,,,,,,0,177
6/15/2022 3:03,,76.6,,,,,,
6/15/2022 3:03,,,77.2,,,,,
6/15/2022 3:03,,,,0,0.0315,80.6,,
6/15/2022 3:03,365,,,,,,,
6/15/2022 3:04,,,,,,,0,174
6/15/2022 3:04,,76.6,,,,,,
6/15/2022 3:04,,,77.2,,,,,
6/15/2022 3:04,,,,0,0.0313,80.6,,
6/15/2022 3:04,365,,,,,,,
6/15/2022 3:05,,,,,,,0,174
6/15/2022 3:05,,76.6,,,,,,
6/15/2022 3:05,,,77.2,,,,,
6/15/2022 3:05,,,,0,0.0315,80.6,,
6/15/2022 3:05,365,,,,,,,
6/15/2022 3:06,,,,,,,0,175
6/15/2022 3:06,,76.6,,,,,,
6/15/2022 3:06,,,77.2,,,,,
6/15/2022 3:06,,,,0,0.0315,80.6,,
6/15/2022 3:06,366,,,,,,,
6/15/2022 3:07,,,,,,,0,175
6/15/2022 3:07,,76.6,,,,,,
6/15/2022 3:07,,,77.2,,,,,
6/15/2022 3:07,,,,0,0.0317,80.6,,
6/15/2022 3:07,365,,,,,,,
6/15/2022 3:08,,,,,,,0,174
6/15/2022 3:08,,76.6,,,,,,
6/15/2022 3:08,,,77.2,,,,,
6/15/2022 3:08,,,,0,0.0315,80.5,,
6/15/2022 3:08,367,,,,,,,
6/15/2022 3:09,,,,,,,0,174
6/15/2022 3:09,,76.6,,,,,,
6/15/2022 3:09,,,77.2,,,,,
6/15/2022 3:09,,,,0,0.0315,80.5,,
6/15/2022 3:09,368,,,,,,,
6/15/2022 3:10,,,,,,,0,174
6/15/2022 3:10,,76.6,,,,,,
6/15/2022 3:10,,,77.2,,,,,
6/15/2022 3:10,,,,0,0.0315,80.5,,
6/15/2022 3:10,365,,,,,,,
6/15/2022 3:11,,,,,,,0,174
6/15/2022 3:11,,76.6,,,,,,
6/15/2022 3:11,,,77.2,,,,,
6/15/2022 3:11,,,,0,0.0315,80.5,,
6/15/2022 3:11,364,,,,,,,
6/15/2022 3:12,,,,,,,0,174
6/15/2022 3:12,,76.5,,,,,,
6/15/2022 3:12,,,77.2,,,,,
6/15/2022 3:12,,,,0,0.0315,80.5,,
6/15/2022 3:12,365,,,,,,,
6/15/2022 3:13,,,,,,,0,174
6/15/2022 3:13,,76.5,,,,,,
6/15/2022 3:13,,,77.2,,,,,
6/15/2022 3:13,,,,0,0.0313,80.5,,
6/15/2022 3:13,363,,,,,,,
6/15/2022 3:14,,,,,,,0,175
6/15/2022 3:14,,76.5,,,,,,
6/15/2022 3:14,,,77.2,,,,,
6/15/2022 3:14,,,,0,0.0315,80.5,,
6/15/2022 3:14,363,,,,,,,
6/15/2022 3:15,,,,,,,0,176
6/15/2022 3:15,,76.5,,,,,,
6/15/2022 3:15,,,77.2,,,,,
6/15/2022 3:15,,,,0,0.0315,80.5,,
6/15/2022 3:15,366,,,,,,,
6/15/2022 3:16,,,,,,,0,177
6/15/2022 3:16,,76.5,,,,,,
6/15/2022 3:16,,,77.2,,,,,
6/15/2022 3:16,,,,0,0.0315,80.5,,
6/15/2022 3:16,364,,,,,,,
6/15/2022 3:17,,,,,,,0,176
6/15/2022 3:17,,76.4,,,,,,
6/15/2022 3:17,,,77.2,,,,,
6/15/2022 3:17,,,,0,0.0315,80.5,,
6/15/2022 3:17,366,,,,,,,
6/15/2022 3:18,,,,,,,0,175
6/15/2022 3:18,,76.4,,,,,,
6/15/2022 3:18,,,77.2,,,,,
6/15/2022 3:18,,,,0,0.0315,80.5,,
6/15/2022 3:18,367,,,,,,,
6/15/2022 3:19,,,,,,,0,179
6/15/2022 3:19,,76.4,,,,,,
6/15/2022 3:19,,,77.2,,,,,
6/15/2022 3:19,,,,0,0.0317,80.5,,
6/15/2022 3:19,365,,,,,,,
6/15/2022 3:20,,,,,,,0,175
6/15/2022 3:20,,76.4,,,,,,
6/15/2022 3:20,,,77.2,,,,,
6/15/2022 3:20,,,,0,0.0315,80.4,,
6/15/2022 3:20,366,,,,,,,
6/15/2022 3:21,,,,,,,0,175
6/15/2022 3:21,,76.4,,,,,,
6/15/2022 3:21,,,77.2,,,,,
6/15/2022 3:21,,,,0,0.0315,80.4,,
6/15/2022 3:21,363,,,,,,,
6/15/2022 3:22,,,,,,,0,175
6/15/2022 3:22,,76.4,,,,,,
6/15/2022 3:22,,,77.2,,,,,
6/15/2022 3:22,,,,0,0.0315,80.4,,
6/15/2022 3:22,366,,,,,,,
6/15/2022 3:23,,,,,,,0,175
6/15/2022 3:23,,76.4,,,,,,
6/15/2022 3:23,,,77.2,,,,,
6/15/2022 3:23,,,,0,0.0313,80.4,,
6/15/2022 3:23,366,,,,,,,
6/15/2022 3:24,,,,,,,0,176
6/15/2022 3:24,,76.4,,,,,,
6/15/2022 3:24,,,77.2,,,,,
6/15/2022 3:24,,,,0,0.0313,80.4,,
6/15/2022 3:24,364,,,,,,,
6/15/2022 3:25,,,,,,,0,174
6/15/2022 3:25,,76.4,,,,,,
6/15/2022 3:25,,,77.2,,,,,
6/15/2022 3:25,,,,0,0.0315,80.4,,
6/15/2022 3:25,367,,,,,,,
6/15/2022 3:26,,,,,,,0,151
6/15/2022 3:26,,76.4,,,,,,
6/15/2022 3:26,,,77.2,,,,,
6/15/2022 3:26,,,,0,0.0315,80.4,,
6/15/2022 3:26,368,,,,,,,
6/15/2022 3:27,,,,,,,0,175
6/15/2022 3:27,,76.4,,,,,,
6/15/2022 3:27,,,77.2,,,,,
6/15/2022 3:27,,,,0,0.0315,80.4,,
6/15/2022 3:27,366,,,,,,,
6/15/2022 3:28,,,,,,,0,187
6/15/2022 3:28,,76.3,,,,,,
6/15/2022 3:28,,,77.2,,,,,
6/15/2022 3:28,,,,0,0.0315,80.4,,
6/15/2022 3:28,367,,,,,,,
6/15/2022 3:29,,,,,,,0,176
6/15/2022 3:29,,76.3,,,,,,
6/15/2022 3:29,,,77.2,,,,,
6/15/2022 3:29,,,,0,0.0313,80.4,,
6/15/2022 3:29,365,,,,,,,
6/15/2022 3:30,,,,,,,0,176
6/15/2022 3:30,,76.3,,,,,,
6/15/2022 3:30,,,77.2,,,,,
6/15/2022 3:30,,,,0,0.0313,80.4,,
6/15/2022 3:30,364,,,,,,,
6/15/2022 3:31,,,,,,,0,175
6/15/2022 3:31,,76.3,,,,,,
6/15/2022 3:31,,,77.2,,,,,
6/15/2022 3:31,,,,0,0.0313,80.3,,
6/15/2022 3:31,366,,,,,,,
6/15/2022 3:32,,,,,,,0,170
6/15/2022 3:32,,76.3,,,,,,
6/15/2022 3:32,,,77.2,,,,,
6/15/2022 3:32,,,,0,0.0313,80.3,,
6/15/2022 3:32,369,,,,,,,
6/15/2022 3:33,,,,,,,0,171
6/15/2022 3:33,,76.3,,,,,,
6/15/2022 3:33,,,77.2,,,,,
6/15/2022 3:33,,,,0,0.0315,80.3,,
6/15/2022 3:33,366,,,,,,,
6/15/2022 3:34,,,,,,,0,175
6/15/2022 3:34,,76.3,,,,,,
6/15/2022 3:34,,,77.2,,,,,
6/15/2022 3:34,,,,0,0.0315,80.3,,
6/15/2022 3:34,369,,,,,,,
6/15/2022 3:35,,,,,,,0,175
6/15/2022 3:35,,76.3,,,,,,
6/15/2022 3:35,,,77.2,,,,,
6/15/2022 3:35,,,,0,0.0317,80.3,,
6/15/2022 3:35,367,,,,,,,
6/15/2022 3:36,,,,,,,0,190
6/15/2022 3:36,,76.3,,,,,,
6/15/2022 3:36,,,77.2,,,,,
6/15/2022 3:36,,,,0,0.0315,80.3,,
6/15/2022 3:36,364,,,,,,,
6/15/2022 3:37,,,,,,,0,175
6/15/2022 3:37,,76.3,,,,,,
6/15/2022 3:37,,,77.2,,,,,
6/15/2022 3:37,,,,0,0.0315,80.3,,
6/15/2022 3:37,365,,,,,,,
6/15/2022 3:38,,,,,,,0,174
6/15/2022 3:38,,76.3,,,,,,
6/15/2022 3:38,,,77.2,,,,,
6/15/2022 3:38,,,,0,0.0317,80.3,,
6/15/2022 3:38,364,,,,,,,
6/15/2022 3:39,,,,,,,0,176
6/15/2022 3:39,,76.3,,,,,,
6/15/2022 3:39,,,77.2,,,,,
6/15/2022 3:39,,,,0,0.0315,80.3,,
6/15/2022 3:39,367,,,,,,,
6/15/2022 3:40,,,,,,,0,151
6/15/2022 3:40,,76.3,,,,,,
6/15/2022 3:40,,,77.2,,,,,
6/15/2022 3:40,,,,0,0.0315,80.2,,
6/15/2022 3:40,365,,,,,,,
6/15/2022 3:41,,,,,,,0,151
6/15/2022 3:41,,76.3,,,,,,
6/15/2022 3:41,,,77.2,,,,,
6/15/2022 3:41,,,,0,0.0317,80.2,,
6/15/2022 3:41,364,,,,,,,
6/15/2022 3:42,,,,,,,0,152
6/15/2022 3:42,,76.3,,,,,,
6/15/2022 3:42,,,77.2,,,,,
6/15/2022 3:42,,,,0,0.0317,80.2,,
6/15/2022 3:42,366,,,,,,,
6/15/2022 3:43,,,,,,,0,175
6/15/2022 3:43,,76.2,,,,,,
6/15/2022 3:43,,,77.2,,,,,
6/15/2022 3:43,,,,0,0.0317,80.2,,
6/15/2022 3:43,362,,,,,,,
6/15/2022 3:44,,,,,,,0,175
6/15/2022 3:44,,76.2,,,,,,
6/15/2022 3:44,,,77.2,,,,,
6/15/2022 3:44,,,,0,0.0317,80.2,,
6/15/2022 3:44,365,,,,,,,
6/15/2022 3:45,,,,,,,0,176
6/15/2022 3:45,,76.2,,,,,,
6/15/2022 3:45,,,77.2,,,,,
6/15/2022 3:45,,,,0,0.0315,80.2,,
6/15/2022 3:45,363,,,,,,,
6/15/2022 3:46,,,,,,,0,152
6/15/2022 3:46,,76.2,,,,,,
6/15/2022 3:46,,,77.2,,,,,
6/15/2022 3:46,,,,0,0.0317,80.2,,
6/15/2022 3:46,362,,,,,,,
6/15/2022 3:47,,,,,,,0,177
6/15/2022 3:47,,76.1,,,,,,
6/15/2022 3:47,,,77.2,,,,,
6/15/2022 3:47,,,,0,0.0317,80.2,,
6/15/2022 3:47,363,,,,,,,
6/15/2022 3:48,,,,,,,0,177
6/15/2022 3:48,,76.1,,,,,,
6/15/2022 3:48,,,77.2,,,,,
6/15/2022 3:48,,,,0,0.0315,80.2,,
6/15/2022 3:48,362,,,,,,,
6/15/2022 3:49,,,,,,,0,152
6/15/2022 3:49,,76.1,,,,,,
6/15/2022 3:49,,,77.2,,,,,
6/15/2022 3:49,,,,0,0.0315,80.2,,
6/15/2022 3:49,361,,,,,,,
6/15/2022 3:50,,,,,,,0,177
6/15/2022 3:50,,76.1,,,,,,
6/15/2022 3:50,,,77.2,,,,,
6/15/2022 3:50,,,,0,0.0317,80.2,,
6/15/2022 3:50,361,,,,,,,
6/15/2022 3:51,,,,,,,0,178
6/15/2022 3:51,,76.1,,,,,,
6/15/2022 3:51,,,77.2,,,,,
6/15/2022 3:51,,,,0,0.0315,80.2,,
6/15/2022 3:51,363,,,,,,,
6/15/2022 3:52,,,,,,,0,178
6/15/2022 3:52,,76,,,,,,
6/15/2022 3:52,,,77.2,,,,,
6/15/2022 3:52,,,,0,0.032,80.2,,
6/15/2022 3:52,361,,,,,,,
6/15/2022 3:53,,,,,,,0,177
6/15/2022 3:53,,76,,,,,,
6/15/2022 3:53,,,77.1,,,,,
6/15/2022 3:53,,,,0,0.0317,80.1,,
6/15/2022 3:53,363,,,,,,,
6/15/2022 3:54,,,,,,,0,151
6/15/2022 3:54,,76,,,,,,
6/15/2022 3:54,,,77.1,,,,,
6/15/2022 3:54,,,,0,0.0315,80.1,,
6/15/2022 3:54,364,,,,,,,
6/15/2022 3:55,,,,,,,0,172
6/15/2022 3:55,,76,,,,,,
6/15/2022 3:55,,,77.1,,,,,
6/15/2022 3:55,,,,0,0.0315,80.1,,
6/15/2022 3:55,361,,,,,,,
6/15/2022 3:56,,,,,,,0,178
6/15/2022 3:56,,76,,,,,,
6/15/2022 3:56,,,77.1,,,,,
6/15/2022 3:56,,,,0,0.0317,80.1,,
6/15/2022 3:56,362,,,,,,,
6/15/2022 3:57,,,,,,,0,152
6/15/2022 3:57,,76,,,,,,
6/15/2022 3:57,,,77.1,,,,,
6/15/2022 3:57,,,,0,0.0319,80.1,,
6/15/2022 3:57,364,,,,,,,
6/15/2022 3:58,,,,,,,0,178
6/15/2022 3:58,,75.9,,,,,,
6/15/2022 3:58,,,77.1,,,,,
6/15/2022 3:58,,,,0,0.0315,80.1,,
6/15/2022 3:58,364,,,,,,,
6/15/2022 3:59,,,,,,,0,177
6/15/2022 3:59,,75.9,,,,,,
6/15/2022 3:59,,,77.1,,,,,
6/15/2022 3:59,,,,0,0.0315,80.1,,
6/15/2022 3:59,365,,,,,,,
6/15/2022 4:00,,,,,,,0,177
6/15/2022 4:00,,75.9,,,,,,
6/15/2022 4:00,,,77.1,,,,,
6/15/2022 4:00,,,,0,0.0319,80.1,,
6/15/2022 4:00,363,,,,,,,
6/15/2022 4:01,,,,,,,0,177
6/15/2022 4:01,,75.9,,,,,,
6/15/2022 4:01,,,77.1,,,,,
6/15/2022 4:01,,,,0,0.0315,80.1,,
6/15/2022 4:01,363,,,,,,,
6/15/2022 4:02,,,,,,,0,178
6/15/2022 4:02,,75.9,,,,,,
6/15/2022 4:02,,,77.1,,,,,
6/15/2022 4:02,,,,0,0.0317,80.1,,
6/15/2022 4:02,362,,,,,,,
6/15/2022 4:03,,,,,,,0,151
6/15/2022 4:03,,75.9,,,,,,
6/15/2022 4:03,,,77.1,,,,,
6/15/2022 4:03,,,,0,0.0317,80,,
6/15/2022 4:03,363,,,,,,,
6/15/2022 4:04,,,,,,,0,153
6/15/2022 4:04,,75.9,,,,,,
6/15/2022 4:04,,,77.1,,,,,
6/15/2022 4:04,,,,0,0.0315,80,,
6/15/2022 4:04,361,,,,,,,
6/15/2022 4:05,,,,,,,0,150
6/15/2022 4:05,,75.8,,,,,,
6/15/2022 4:05,,,77.1,,,,,
6/15/2022 4:05,,,,0,0.032,80,,
6/15/2022 4:05,362,,,,,,,
6/15/2022 4:06,,,,,,,0,177
6/15/2022 4:06,,75.8,,,,,,
6/15/2022 4:06,,,77.1,,,,,
6/15/2022 4:06,,,,0,0.0315,80,,
6/15/2022 4:06,363,,,,,,,
6/15/2022 4:07,,,,,,,0,175
6/15/2022 4:07,,75.8,,,,,,
6/15/2022 4:07,,,77.1,,,,,
6/15/2022 4:07,,,,0,0.0315,80,,
6/15/2022 4:07,362,,,,,,,
6/15/2022 4:08,,,,,,,0,154
6/15/2022 4:08,,75.8,,,,,,
6/15/2022 4:08,,,77.1,,,,,
6/15/2022 4:08,,,,0,0.0317,80,,
6/15/2022 4:08,362,,,,,,,
6/15/2022 4:09,,,,,,,0,153
6/15/2022 4:09,,75.8,,,,,,
6/15/2022 4:09,,,77.1,,,,,
6/15/2022 4:09,,,,0,0.0315,80,,
6/15/2022 4:09,364,,,,,,,
6/15/2022 4:10,,,,,,,0,177
6/15/2022 4:10,,75.8,,,,,,
6/15/2022 4:10,,,77.1,,,,,
6/15/2022 4:10,,,,0,0.0315,80,,
6/15/2022 4:10,363,,,,,,,
6/15/2022 4:11,,,,,,,0,156
6/15/2022 4:11,,75.8,,,,,,
6/15/2022 4:11,,,77.1,,,,,
6/15/2022 4:11,,,,0,0.0315,79.9,,
6/15/2022 4:11,361,,,,,,,
6/15/2022 4:12,,,,,,,0,177
6/15/2022 4:12,,75.7,,,,,,
6/15/2022 4:12,,,77.1,,,,,
6/15/2022 4:12,,,,0,0.0317,79.9,,
6/15/2022 4:12,362,,,,,,,
6/15/2022 4:13,,,,,,,0,147
6/15/2022 4:13,,75.7,,,,,,
6/15/2022 4:13,,,77.1,,,,,
6/15/2022 4:13,,,,0,0.0317,79.9,,
6/15/2022 4:13,362,,,,,,,
6/15/2022 4:14,,,,,,,0,152
6/15/2022 4:14,,75.7,,,,,,
6/15/2022 4:14,,,77.1,,,,,
6/15/2022 4:14,,,,0,0.0315,79.9,,
6/15/2022 4:14,362,,,,,,,
6/15/2022 4:15,,,,,,,0,147
6/15/2022 4:15,,75.7,,,,,,
6/15/2022 4:15,,,77.1,,,,,
6/15/2022 4:15,,,,0,0.0315,79.9,,
6/15/2022 4:15,363,,,,,,,
6/15/2022 4:16,,,,,,,0,147
6/15/2022 4:16,,75.7,,,,,,
6/15/2022 4:16,,,77.1,,,,,
6/15/2022 4:16,,,,0,0.0317,79.9,,
6/15/2022 4:16,364,,,,,,,
6/15/2022 4:17,,,,,,,0,175
6/15/2022 4:17,,75.7,,,,,,
6/15/2022 4:17,,,77.1,,,,,
6/15/2022 4:17,,,,0,0.0317,79.9,,
6/15/2022 4:17,363,,,,,,,
6/15/2022 4:18,,,,,,,0,171
6/15/2022 4:18,,75.6,,,,,,
6/15/2022 4:18,,,77.1,,,,,
6/15/2022 4:18,,,,0,0.0317,79.9,,
6/15/2022 4:18,362,,,,,,,
6/15/2022 4:19,,,,,,,0,177
6/15/2022 4:19,,75.6,,,,,,
6/15/2022 4:19,,,77.1,,,,,
6/15/2022 4:19,,,,0,0.0318,79.9,,
6/15/2022 4:19,364,,,,,,,
6/15/2022 4:20,,,,,,,0,152
6/15/2022 4:20,,75.6,,,,,,
6/15/2022 4:20,,,77.1,,,,,
6/15/2022 4:20,,,,0,0.0315,79.9,,
6/15/2022 4:20,363,,,,,,,
6/15/2022 4:21,,,,,,,0,148
6/15/2022 4:21,,75.6,,,,,,
6/15/2022 4:21,,,77.1,,,,,
6/15/2022 4:21,,,,0,0.0315,79.9,,
6/15/2022 4:21,364,,,,,,,
6/15/2022 4:22,,,,,,,0,147
6/15/2022 4:22,,75.6,,,,,,
6/15/2022 4:22,,,77.1,,,,,
6/15/2022 4:22,,,,0,0.0317,79.9,,
6/15/2022 4:22,363,,,,,,,
6/15/2022 4:23,,,,,,,0,152
6/15/2022 4:23,,75.6,,,,,,
6/15/2022 4:23,,,77.1,,,,,
6/15/2022 4:23,,,,0,0.0313,79.8,,
6/15/2022 4:23,360,,,,,,,
6/15/2022 4:24,,,,,,,927,5852
6/15/2022 4:24,,75.6,,,,,,
6/15/2022 4:24,,,77.1,,,,,
6/15/2022 4:24,,,,44.7,0.112,79.8,,
6/15/2022 4:24,15966,,,,,,,
6/15/2022 4:25,,,,,,,1283,5906
6/15/2022 4:25,,75.6,,,,,,
6/15/2022 4:25,,,77.1,,,,,
6/15/2022 4:25,,,,63.3,0.175,77.5,,
6/15/2022 4:25,16245,,,,,,,
6/15/2022 4:26,,,,,,,1428,6080
6/15/2022 4:26,,75.6,,,,,,
6/15/2022 4:26,,,77.1,,,,,
6/15/2022 4:26,,,,78.2,0.248,74.7,,
6/15/2022 4:26,16367,,,,,,,
6/15/2022 4:27,,,,,,,1377,6132
6/15/2022 4:27,,75.6,,,,,,
6/15/2022 4:27,,,77.1,,,,,
6/15/2022 4:27,,,,91.2,0.251,72.5,,
6/15/2022 4:27,16259,,,,,,,
6/15/2022 4:28,,,,,,,1338,6082
6/15/2022 4:28,,75.6,,,,,,
6/15/2022 4:28,,,77.1,,,,,
6/15/2022 4:28,,,,100,0.259,70.9,,
6/15/2022 4:28,25547,,,,,,,
6/15/2022 4:29,,,,,,,1992,5703
